CLAVE ENTIDAD,ENTIDAD,CLAVE MUNICIPIO,MUNICIPIO,PRODUCTO_ID,CULTIVO,SUPERFICE COSECHADA (ha),VOLUMEN DE LA PRODUCCIN (ton),VALOR DE LA PRODUCCIN (pesos),VALOR PROD/SUPCOSECHADA
7,Chiapas,89,Tapachula,85100,Rambutàn,97,"1,052","12,263,603","127,084"
11,Guanajuato,20,LeÑn,90500,Trigo grano,245,"1,054","3,687,250","15,050"
12,Guerrero,33,Huamuxtitlàn,92200,Zacate,156,"1,055","893,395","5,727"
16,Michoacàn,111,Ziracuaretiro,74900,MaÕz grano,480,"1,056","3,453,120","7,194"
13,Hidalgo,76,Tula de Allende,68400,Frijol,"1,142","1,058","9,338,948","8,178"
15,M_xico,119,Zumpahuacàn,57400,Calabacita,58,"1,058","7,184,500","123,871"
17,Morelos,13,Jonacatepec,87100,SandÕa,53,"1,060","2,915,000","55,000"
14,Jalisco,27,Cuautitlàn de GarcÕa Barragàn,73900,LimÑn,59,"1,062","4,388,142","74,375"
17,Morelos,14,Mazatepec,81300,Papaya,25,"1,063","6,919,128","276,765"
11,Guanajuato,18,Jaral del Progreso,89700,Tomate rojo (jitomate),6,"1,064","3,721,976","600,319"
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,75000,Semilla de maÕz grano,300,"1,064","13,300,000","44,333"
13,Hidalgo,41,Mixquiahuala de Juàrez,68400,Frijol,935,"1,064","10,384,529","11,112"
16,Michoacàn,18,Copàndaro,54900,Avena forrajera en verde,71,"1,065","797,250","11,229"
16,Michoacàn,36,Huandacareo,88100,Sorgo grano,170,"1,065","3,717,697","21,869"
16,Michoacàn,45,Jiquilpan,89800,Tomate verde,42,"1,065","5,008,201","119,243"
16,Michoacàn,64,Paràcuaro,78500,Naranja,86,"1,066","2,135,150","24,827"
14,Jalisco,3,Ahualulco de Mercado,74700,MaÕz forrajero en verde,34,"1,069","495,043","14,560"
13,Hidalgo,51,Mineral de La Reforma,51700,Alfalfa verde,23,"1,070","388,774","16,903"
16,Michoacàn,88,TarÕmbaro,57400,Calabacita,55,"1,070","7,302,000","132,764"
17,Morelos,19,Tepalcingo,78500,Naranja,40,"1,072","2,676,248","66,906"
8,Chihuahua,37,Juàrez,79600,Nuez,766,"1,072","91,124,250","119,000"
13,Hidalgo,46,San Felipe Orizatlàn,57100,Caf_ cereza,767,"1,074","5,905,900","7,700"
14,Jalisco,98,San Pedro Tlaquepaque,63300,Coliflor,50,"1,074","4,050,244","81,005"
17,Morelos,17,Puente de Ixtla,92120,Yuca alimenticia,75,"1,075","3,731,196","49,749"
12,Guerrero,40,Leonardo Bravo,89700,Tomate rojo (jitomate),51,"1,075","7,490,420","146,871"
15,M_xico,118,Zinacantepec,86600,Rye grass en verde,43,"1,075","569,621","13,247"
11,Guanajuato,17,Irapuato,89800,Tomate verde,96,"1,075","3,440,640","35,840"
12,Guerrero,32,General Heliodoro Castillo,65300,Durazno,209,"1,075","7,588,229","36,307"
6,Colima,6,Ixtlahuacàn,74700,MaÕz forrajero en verde,68,"1,075","663,480","9,743"
16,Michoacàn,40,Indaparapeo,57900,Camote,58,"1,076","6,915,760","119,237"
13,Hidalgo,67,Tezontepec de Aldama,63300,Coliflor,49,"1,076","4,267,003","87,082"
12,Guerrero,17,Cocula,66100,Elote,95,"1,077","2,734,090","28,780"
5,Coahuila,27,Ramos Arizpe,74900,MaÕz grano,"1,081","1,079","3,398,063","3,143"
3,Baja California Sur,8,Los Cabos,78500,Naranja,108,"1,080","6,042,600","56,080"
5,Coahuila,12,Guerrero,90500,Trigo grano,300,"1,080","3,942,000","13,140"
8,Chihuahua,2,Aldama,90500,Trigo grano,180,"1,080","3,527,280","19,596"
8,Chihuahua,14,Coronado,54900,Avena forrajera en verde,27,"1,080","345,600","12,800"
13,Hidalgo,9,El Arenal,74500,Maguey pulquero (miles de lts.),8,"1,080","5,886,000","735,750"
14,Jalisco,118,Yahualica de Gonzàlez Gallo,89800,Tomate verde,120,"1,080","5,130,000","42,750"
15,M_xico,12,Atizapàn,54900,Avena forrajera en verde,40,"1,080","599,497","14,987"
7,Chiapas,19,Comitàn de DomÕnguez,68400,Frijol,"2,001","1,081","12,966,480","6,480"
7,Chiapas,35,Frontera Hidalgo,80300,Palma africana o de aceite,56,"1,081","1,474,211","26,325"
14,Jalisco,51,Juanacatlàn,51700,Alfalfa verde,12,"1,084","420,668","35,056"
12,Guerrero,52,San Luis Acatlàn,87900,Sorgo forrajero en verde,53,"1,084","1,003,645","18,937"
14,Jalisco,43,La Huerta,66100,Elote,63,"1,085","1,695,311","26,910"
16,Michoacàn,20,Cuitzeo,59400,Cebolla,34,"1,085","2,586,500","76,074"
16,Michoacàn,102,Uruapan,79200,Nopalitos,35,"1,085","3,561,849","101,767"
17,Morelos,12,Jojutla,81900,Pastos y praderas en verde,65,"1,086","526,468","8,100"
14,Jalisco,72,San Diego de AlejandrÕa,81900,Pastos y praderas en verde,44,"1,087","410,002","9,318"
15,M_xico,68,Ozumba,57400,Calabacita,72,"1,087","4,357,106","60,515"
15,M_xico,119,Zumpahuacàn,70600,Guayaba,129,"1,088","5,943,296","46,072"
12,Guerrero,69,Xalpatlàhuac,74900,MaÕz grano,"1,018","1,088","4,890,019","4,806"
17,Morelos,10,Jantetelco,57400,Calabacita,79,"1,089","4,094,961","51,835"
12,Guerrero,46,Ometepec,61200,Chile verde,119,"1,089","5,560,311","46,725"
11,Guanajuato,35,Santa Cruz de Juventino Rosas,57400,Calabacita,82,"1,090","3,819,457","46,353"
3,Baja California Sur,2,Muleg_,78500,Naranja,93,"1,090","3,640,549","39,041"
15,M_xico,91,Teoloyucan,74900,MaÕz grano,277,"1,090","3,861,309","13,940"
16,Michoacàn,34,Hidalgo,82100,Pepino,53,"1,091","2,499,589","47,162"
15,M_xico,69,Papalotla,74700,MaÕz forrajero en verde,25,"1,091","408,168","16,660"
5,Coahuila,10,Frontera,59000,Cebada forrajera en verde,36,"1,091","649,222","17,910"
8,Chihuahua,52,Ojinaga,68400,Frijol,610,"1,092","8,735,200","14,320"
11,Guanajuato,3,San Miguel de Allende,59200,Cebada grano,630,"1,092","3,823,400","6,069"
15,M_xico,119,Zumpahuacàn,66100,Elote,78,"1,092","3,629,399","46,531"
16,Michoacàn,14,Coahuayana,70500,Guanàbana,182,"1,092","4,225,319","23,216"
10,Durango,16,Nombre de Dios,55200,Semilla de avena grano,281,"1,092","11,468,625","40,814"
17,Morelos,17,Puente de Ixtla,72400,JÕcama,32,"1,094","6,347,520","198,360"
9,Distrito Federal,13,Xochimilco,52300,AlhelÕ (gruesa),2,"1,095","89,749","49,861"
7,Chiapas,115,Maravilla Tenejapa,57100,Caf_ cereza,"1,095","1,095","4,780,201","4,365"
16,Michoacàn,33,Gabriel Zamora,81300,Papaya,33,"1,095","2,946,484","89,287"
11,Guanajuato,32,San Jos_ Iturbide,66700,Espinaca,90,"1,095","1,767,102","19,634"
16,Michoacàn,104,Villamar,69000,Garbanzo grano,497,"1,096","8,770,160","17,634"
17,Morelos,17,Puente de Ixtla,81900,Pastos y praderas en verde,65,"1,097","537,285","8,330"
14,Jalisco,92,Teocuitatlàn de Corona,87900,Sorgo forrajero en verde,46,"1,097","528,237","11,483"
10,Durango,24,Rodeo,61200,Chile verde,189,"1,098","9,157,198","48,451"
17,Morelos,17,Puente de Ixtla,75600,Mango,61,"1,098","3,879,234","63,594"
15,M_xico,35,Huehuetoca,86600,Rye grass en verde,15,"1,099","335,736","22,382"
4,Campeche,4,ChampotÑn,87100,SandÕa,50,"1,099","2,307,900","46,158"
14,Jalisco,83,Tala,56500,Aràndano,120,"1,099","74,530,607","621,088"
7,Chiapas,113,Aldama,74900,MaÕz grano,909,"1,100","4,223,294","4,646"
8,Chihuahua,35,Janos,65300,Durazno,110,"1,100","13,400,002","121,818"
10,Durango,11,Ind_,51700,Alfalfa verde,20,"1,100","572,000","28,600"
12,Guerrero,73,Ziràndaro,58200,CaÐa de azucar,22,"1,100","1,336,291","60,741"
13,Hidalgo,69,Tizayuca,51700,Alfalfa verde,25,"1,100","420,937","16,837"
13,Hidalgo,80,Yahualica,78500,Naranja,100,"1,100","985,248","9,852"
14,Jalisco,29,CuquÕo,54900,Avena forrajera en verde,55,"1,100","495,000","9,000"
16,Michoacàn,18,Copàndaro,63300,Coliflor,37,"1,100","3,300,000","89,189"
16,Michoacàn,85,TangancÕcuaro,63100,Col (repollo),20,"1,100","3,080,000","154,000"
16,Michoacàn,92,Tiquicheo de Nicolàs Romero,76700,MelÑn,50,"1,100","4,372,500","87,450"
14,Jalisco,22,Cihuatlàn,74900,MaÕz grano,270,"1,102","3,001,633","11,117"
15,M_xico,72,RayÑn,51700,Alfalfa verde,20,"1,102","632,835","31,642"
16,Michoacàn,29,Churumuco,88100,Sorgo grano,855,"1,102","4,408,800","5,156"
16,Michoacàn,34,Hidalgo,68200,Fresa,66,"1,102","3,878,796","58,770"
13,Hidalgo,25,Huautla,78500,Naranja,105,"1,103","841,020","8,010"
14,Jalisco,97,Tlajomulco de ZÏÐiga,51700,Alfalfa verde,12,"1,104","490,595","40,883"
10,Durango,12,Lerdo,61900,Cilantro,52,"1,104","4,892,000","94,077"
13,Hidalgo,51,Mineral de La Reforma,81900,Pastos y praderas en verde,23,"1,104","267,289","11,621"
15,M_xico,56,Morelos,55100,Avena grano,920,"1,104","3,864,000","4,200"
11,Guanajuato,23,P_njamo,57400,Calabacita,90,"1,107","4,217,670","46,863"
15,M_xico,47,Jiquipilco,55100,Avena grano,967,"1,107","3,853,230","3,985"
15,M_xico,80,Sultepec,50600,Aguacate,76,"1,108","11,975,839","158,620"
14,Jalisco,4,Amacueca,75000,Semilla de maÕz grano,139,"1,108","4,266,686","30,608"
15,M_xico,29,Chicoloapan,74900,MaÕz grano,393,"1,108","3,845,961","9,786"
12,Guerrero,54,San Miguel Totolapan,81900,Pastos y praderas en verde,37,"1,109","726,310","19,899"
1,Aguascalientes,9,Tepezalà,61200,Chile verde,80,"1,110","3,885,000","48,563"
12,Guerrero,56,Tecoanapa,73900,LimÑn,122,"1,110","3,365,138","27,583"
8,Chihuahua,46,Morelos,54900,Avena forrajera en verde,118,"1,112","463,634","3,929"
7,Chiapas,94,Teopisca,50600,Aguacate,98,"1,112","14,770,070","150,715"
1,Aguascalientes,11,San Francisco de Los Romo,66700,Espinaca,56,"1,112","8,942,547","159,688"
10,Durango,12,Lerdo,79600,Nuez,767,"1,112","66,744,000","87,020"
14,Jalisco,33,Degollado,73900,LimÑn,62,"1,115","3,186,853","51,401"
14,Jalisco,100,Tomatlàn,50800,AjonjolÕ,"2,145","1,115","17,925,181","8,357"
12,Guerrero,71,Xochistlahuaca,75600,Mango,98,"1,116","2,889,745","29,487"
2,Baja California,2,Mexicali,63300,Coliflor,62,"1,116","15,631,198","252,116"
13,Hidalgo,18,Chapulhuacàn,78500,Naranja,120,"1,116","915,120","7,626"
15,M_xico,42,Ixtlahuaca,91100,Triticale grano,558,"1,116","4,687,200","8,400"
12,Guerrero,42,Màrtir de Cuilapan,88100,Sorgo grano,287,"1,116","4,359,324","15,189"
15,M_xico,25,Chalco,89800,Tomate verde,71,"1,118","3,140,921","44,238"
12,Guerrero,30,Florencio Villarreal,87100,SandÕa,55,"1,118","3,203,415","58,244"
10,Durango,5,Durango,88100,Sorgo grano,361,"1,119","2,646,960","7,332"
1,Aguascalientes,2,Asientos,91300,Uva,80,"1,120","2,051,000","25,638"
6,Colima,10,Villa de lvarez,78500,Naranja,80,"1,120","3,864,000","48,300"
15,M_xico,14,Atlacomulco,89700,Tomate rojo (jitomate),7,"1,120","7,529,682","1,075,669"
16,Michoacàn,43,Jacona,68100,Frambuesa,80,"1,120","69,431,197","867,890"
7,Chiapas,92,Tecpatàn,57100,Caf_ cereza,568,"1,121","4,953,936","8,729"
11,Guanajuato,11,Cortazar,69000,Garbanzo grano,514,"1,122","8,086,962","15,733"
16,Michoacàn,6,Apatzingàn,54100,Arroz palay,135,"1,122","3,926,475","29,085"
14,Jalisco,15,Autlàn de Navarro,89800,Tomate verde,73,"1,123","5,610,710","76,859"
7,Chiapas,102,Tuxtla Chico,57100,Caf_ cereza,"1,265","1,125","4,464,608","3,529"
8,Chihuahua,13,Casas Grandes,90400,Trigo forrajero verde,45,"1,125","180,000","4,000"
14,Jalisco,1,Acatic,88100,Sorgo grano,250,"1,125","3,640,253","14,561"
16,Michoacàn,71,Puruàndiro,59200,Cebada grano,225,"1,125","4,218,750","18,750"
6,Colima,5,Cuauht_moc,81300,Papaya,24,"1,128","7,117,229","296,551"
14,Jalisco,87,Tecalitlàn,87900,Sorgo forrajero en verde,69,"1,129","850,500","12,326"
5,Coahuila,16,Lamadrid,54900,Avena forrajera en verde,46,"1,129","632,408","13,748"
11,Guanajuato,1,Abasolo,63300,Coliflor,67,"1,130","4,097,880","61,117"
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,88100,Sorgo grano,198,"1,130","3,670,875","18,540"
15,M_xico,75,San MartÕn de Las Piràmides,74900,MaÕz grano,472,"1,131","3,884,902","8,224"
16,Michoacàn,11,BriseÐas,61200,Chile verde,77,"1,132","5,035,450","65,395"
3,Baja California Sur,3,La Paz,76700,MelÑn,39,"1,133","5,085,844","130,406"
16,Michoacàn,62,Pajacuaràn,69000,Garbanzo grano,515,"1,133","9,064,000","17,600"
6,Colima,4,Coquimatlàn,56500,Aràndano,143,"1,134","81,846,495","572,353"
14,Jalisco,119,Zacoalco de Torres,57400,Calabacita,81,"1,134","4,590,920","57,030"
14,Jalisco,73,San Juan de Los Lagos,56700,BrÑcoli,80,"1,135","6,369,500","79,619"
11,Guanajuato,12,Cueràmaro,56700,BrÑcoli,86,"1,135","5,244,624","60,984"
17,Morelos,5,Coatlàn del RÕo,74900,MaÕz grano,420,"1,135","4,183,220","9,955"
10,Durango,21,PeÐÑn Blanco,57400,Calabacita,36,"1,135","5,275,720","146,548"
17,Morelos,15,Miacatlàn,89700,Tomate rojo (jitomate),17,"1,137","8,530,118","501,772"
12,Guerrero,58,Teloloapan,75600,Mango,111,"1,137","5,925,900","53,386"
12,Guerrero,46,Ometepec,89700,Tomate rojo (jitomate),71,"1,137","7,097,419","99,795"
6,Colima,10,Villa de lvarez,66100,Elote,73,"1,138","1,873,476","25,664"
8,Chihuahua,16,La Cruz,81900,Pastos y praderas en verde,34,"1,139","387,260","11,560"
11,Guanajuato,3,San Miguel de Allende,63300,Coliflor,93,"1,139","5,100,640","54,728"
9,Distrito Federal,8,La Magdalena Contreras,54900,Avena forrajera en verde,86,"1,140","955,320","11,108"
13,Hidalgo,22,Epazoyucan,81900,Pastos y praderas en verde,30,"1,140","270,476","9,016"
15,M_xico,39,Ixtapaluca,51700,Alfalfa verde,15,"1,140","606,149","40,410"
12,Guerrero,7,Arcelia,50800,AjonjolÕ,"1,869","1,140","18,500,617","9,899"
14,Jalisco,105,Tototlàn,88100,Sorgo grano,157,"1,140","4,241,321","26,970"
17,Morelos,27,Totolapan,82100,Pepino,64,"1,142","3,730,782","58,476"
13,Hidalgo,64,Tepetitlàn,59000,Cebada forrajera en verde,59,"1,142","135,808","2,302"
15,M_xico,21,Coatepec Harinas,89800,Tomate verde,110,"1,142","7,877,757","71,616"
14,Jalisco,124,Zapotlanejo,54900,Avena forrajera en verde,65,"1,144","700,288","10,774"
8,Chihuahua,47,Moris,74900,MaÕz grano,"1,634","1,144","3,589,110","2,197"
1,Aguascalientes,3,Calvillo,89700,Tomate rojo (jitomate),40,"1,144","8,125,604","203,140"
11,Guanajuato,1,Abasolo,59400,Cebolla,50,"1,146","3,381,970","67,639"
8,Chihuahua,56,Rosario,51600,Alfalfa achicalada,90,"1,146","2,588,365","28,760"
12,Guerrero,45,Olinalà,88100,Sorgo grano,357,"1,146","3,437,910","9,630"
13,Hidalgo,12,Atotonilco El Grande,89700,Tomate rojo (jitomate),6,"1,146","10,314,000","1,719,000"
15,M_xico,15,Atlautla,50600,Aguacate,112,"1,146","10,256,207","91,573"
10,Durango,5,Durango,55200,Semilla de avena grano,394,"1,147","12,039,825","30,558"
10,Durango,4,Cuencam_,89700,Tomate rojo (jitomate),7,"1,148","9,753,500","1,442,825"
17,Morelos,14,Mazatepec,57400,Calabacita,76,"1,148","4,271,500","56,204"
10,Durango,6,General SimÑn BolÕvar,88100,Sorgo grano,290,"1,149","3,447,000","11,886"
16,Michoacàn,98,Tuxpan,88100,Sorgo grano,170,"1,149","3,795,407","22,326"
6,Colima,5,Cuauht_moc,57900,Camote,56,"1,150","4,584,707","81,870"
15,M_xico,42,Ixtlahuaca,71650,Hongos y setas,12,"1,150","13,800,000","1,200,000"
16,Michoacàn,89,Tepalcatepec,50800,AjonjolÕ,"1,545","1,152","18,686,552","12,097"
9,Distrito Federal,12,Tlalpan,74900,MaÕz grano,906,"1,152","5,701,410","6,293"
17,Morelos,2,Atlatlahucan,69500,Girasol flor (gruesa),1,"1,152","418,234","348,528"
4,Campeche,3,Carmen,78500,Naranja,172,"1,152","5,166,082","30,035"
8,Chihuahua,13,Casas Grandes,79600,Nuez,524,"1,153","83,581,298","159,522"
7,Chiapas,10,Bejucal de Ocampo,81000,Papa,142,"1,153","6,261,007","44,092"
11,Guanajuato,11,Cortazar,92700,Zanahoria,48,"1,153","2,537,568","52,866"
14,Jalisco,21,Casimiro Castillo,89800,Tomate verde,104,"1,154","3,870,014","37,069"
14,Jalisco,50,Jocotepec,73900,LimÑn,63,"1,155","5,670,297","90,005"
2,Baja California,2,Mexicali,84900,Ràbano,22,"1,155","13,282,500","603,750"
7,Chiapas,97,Tonalà,88100,Sorgo grano,361,"1,157","4,001,550","11,075"
13,Hidalgo,14,Calnali,57100,Caf_ cereza,890,"1,157","4,165,200","4,680"
16,Michoacàn,34,Hidalgo,89800,Tomate verde,66,"1,158","3,304,952","50,075"
16,Michoacàn,4,Angamacutiro,68200,Fresa,150,"1,158","9,792,002","65,280"
16,Michoacàn,41,Irimbo,89800,Tomate verde,75,"1,159","3,420,781","45,610"
16,Michoacàn,50,MaravatÕo,56700,BrÑcoli,60,"1,160","4,238,234","70,637"
15,M_xico,1,Acambay de RuÕz CastaÐeda,89700,Tomate rojo (jitomate),8,"1,160","6,904,993","863,124"
16,Michoacàn,107,Zacapu,88100,Sorgo grano,700,"1,160","3,900,500","5,572"
11,Guanajuato,26,Romita,56700,BrÑcoli,91,"1,161","4,900,099","53,847"
14,Jalisco,97,Tlajomulco de ZÏÐiga,73300,Lechuga,75,"1,162","2,509,111","33,455"
12,Guerrero,57,T_cpan de Galeana,58200,CaÐa de azucar,86,"1,163","1,247,823","14,510"
6,Colima,7,Manzanillo,88800,Tamarindo,227,"1,163","7,100,305","31,279"
9,Distrito Federal,11,Tlàhuac,54900,Avena forrajera en verde,68,"1,164","924,866","13,702"
12,Guerrero,7,Arcelia,87100,SandÕa,80,"1,164","4,160,007","52,000"
8,Chihuahua,36,Jim_nez,87900,Sorgo forrajero en verde,34,"1,164","442,381","13,011"
11,Guanajuato,19,Jer_cuaro,54900,Avena forrajera en verde,87,"1,165","597,998","6,874"
1,Aguascalientes,6,PabellÑn de Arteaga,68200,Fresa,25,"1,166","11,658,000","466,320"
14,Jalisco,112,Valle de Juàrez,74900,MaÕz grano,317,"1,167","4,057,630","12,800"
7,Chiapas,113,Aldama,57100,Caf_ cereza,417,"1,168","5,481,684","13,146"
13,Hidalgo,7,Almoloya,74500,Maguey pulquero (miles de lts.),13,"1,168","6,640,863","510,836"
12,Guerrero,72,Zapotitlàn Tablas,74900,MaÕz grano,"1,616","1,168","5,317,346","3,290"
10,Durango,7,GÑmez Palacio,79600,Nuez,"1,031","1,168","70,095,600","67,981"
14,Jalisco,106,Tuxcacuesco,61200,Chile verde,41,"1,170","5,849,400","142,668"
8,Chihuahua,36,Jim_nez,97000,Maralfalfa,13,"1,170","559,003","43,000"
13,Hidalgo,22,Epazoyucan,89700,Tomate rojo (jitomate),6,"1,170","7,360,201","1,226,700"
14,Jalisco,38,Guachinango,54900,Avena forrajera en verde,60,"1,170","921,820","15,364"
15,M_xico,21,Coatepec Harinas,50400,Agapando (gruesa),2,"1,170","274,950","137,475"
8,Chihuahua,5,AscensiÑn,76700,MelÑn,70,"1,173","2,020,097","28,859"
17,Morelos,5,Coatlàn del RÕo,66100,Elote,121,"1,174","2,663,959","22,016"
7,Chiapas,72,Pueblo Nuevo Solistahuacàn,68400,Frijol,"1,950","1,175","15,973,005","8,191"
8,Chihuahua,44,Matamoros,90500,Trigo grano,235,"1,175","3,642,500","15,500"
9,Distrito Federal,13,Xochimilco,73300,Lechuga,83,"1,176","8,592,251","103,897"
14,Jalisco,5,Amatitàn,57400,Calabacita,60,"1,176","7,175,999","119,600"
15,M_xico,87,Temoaya,91100,Triticale grano,280,"1,176","3,586,800","12,810"
12,Guerrero,23,Cuajinicuilapa,81300,Papaya,55,"1,178","5,562,484","101,136"
8,Chihuahua,53,Praxedis G. Guerrero,90500,Trigo grano,224,"1,178","3,534,720","15,780"
8,Chihuahua,19,Chihuahua,90600,Semilla de trigo grano,262,"1,179","5,305,500","20,250"
11,Guanajuato,44,Villagràn,89700,Tomate rojo (jitomate),7,"1,180","3,667,324","547,362"
16,Michoacàn,104,Villamar,90500,Trigo grano,215,"1,183","4,493,500","20,900"
11,Guanajuato,35,Santa Cruz de Juventino Rosas,68400,Frijol,"1,848","1,183","9,322,652","5,045"
8,Chihuahua,34,Ignacio Zaragoza,75800,Manzana,74,"1,184","7,336,000","99,135"
8,Chihuahua,37,Juàrez,61200,Chile verde,40,"1,185","8,292,270","209,931"
5,Coahuila,29,Sacramento,54900,Avena forrajera en verde,48,"1,186","658,008","13,709"
14,Jalisco,94,Tequila,58200,CaÐa de azucar,12,"1,186","524,353","43,696"
5,Coahuila,13,Hidalgo,54900,Avena forrajera en verde,75,"1,187","700,128","9,335"
8,Chihuahua,10,Buenaventura,59200,Cebada grano,250,"1,188","3,800,000","15,200"
16,Michoacàn,22,Charo,54900,Avena forrajera en verde,90,"1,188","902,880","10,032"
5,Coahuila,33,San Pedro,87700,Sorgo escobero,413,"1,188","2,871,675","6,953"
1,Aguascalientes,10,El Llano,90900,Triticale forrajero en verde,34,"1,189","653,152","19,210"
14,Jalisco,57,La Manzanilla de la Paz,59000,Cebada forrajera en verde,57,"1,189","640,743","11,241"
11,Guanajuato,32,San Jos_ Iturbide,68400,Frijol,"2,800","1,189","8,549,611","3,053"
16,Michoacàn,102,Uruapan,93100,Zarzamora,85,"1,190","17,935,406","211,005"
16,Michoacàn,74,Cojumatlàn de R_gules,57400,Calabacita,77,"1,192","3,475,300","45,134"
11,Guanajuato,17,Irapuato,57400,Calabacita,98,"1,192","3,750,112","38,345"
13,Hidalgo,36,San AgustÕn Metzquititlàn,74500,Maguey pulquero (miles de lts.),67,"1,193","7,274,860","108,580"
7,Chiapas,77,Salto de Agua,68400,Frijol,"3,080","1,195","15,355,351","4,986"
16,Michoacàn,109,Zinàparo,50500,Agave,13,"1,196","3,558,507","273,731"
12,Guerrero,35,Iguala de La Independencia,75600,Mango,240,"1,196","6,430,581","26,794"
7,Chiapas,89,Tapachula,88100,Sorgo grano,465,"1,197","3,890,250","8,366"
16,Michoacàn,103,Venustiano Carranza,92700,Zanahoria,57,"1,199","2,501,400","43,884"
14,Jalisco,97,Tlajomulco de ZÏÐiga,59400,Cebolla,60,"1,199","4,382,003","73,647"
2,Baja California,2,Mexicali,87100,SandÕa,41,"1,200","3,644,621","88,893"
3,Baja California Sur,9,Loreto,75600,Mango,100,"1,200","3,600,000","36,000"
6,Colima,8,Minatitlàn,50600,Aguacate,120,"1,200","16,775,508","139,796"
11,Guanajuato,3,San Miguel de Allende,90500,Trigo grano,880,"1,200","4,235,997","4,814"
15,M_xico,25,Chalco,81000,Papa,50,"1,200","7,980,000","159,600"
16,Michoacàn,82,Tacàmbaro,70600,Guayaba,120,"1,200","6,119,940","51,000"
1,Aguascalientes,10,El Llano,91300,Uva,87,"1,201","4,824,011","55,448"
12,Guerrero,35,Iguala de La Independencia,87100,SandÕa,38,"1,201","4,444,366","116,957"
7,Chiapas,113,Aldama,50600,Aguacate,132,"1,201","14,534,520","110,110"
17,Morelos,14,Mazatepec,88100,Sorgo grano,509,"1,202","4,345,080","8,537"
12,Guerrero,48,Petatlàn,87100,SandÕa,73,"1,202","3,894,162","53,345"
8,Chihuahua,21,Delicias,89800,Tomate verde,46,"1,202","5,410,080","117,000"
10,Durango,12,Lerdo,79200,Nopalitos,23,"1,203","6,014,500","261,500"
16,Michoacàn,5,Angangueo,54900,Avena forrajera en verde,69,"1,204","1,157,976","16,905"
10,Durango,31,Santa Clara,74900,MaÕz grano,"1,868","1,205","3,288,690","1,761"
8,Chihuahua,10,Buenaventura,68400,Frijol,683,"1,205","10,653,030","15,609"
13,Hidalgo,23,Francisco I. Madero,74500,Maguey pulquero (miles de lts.),9,"1,206","6,892,290","765,810"
16,Michoacàn,50,MaravatÕo,88100,Sorgo grano,233,"1,206","3,984,598","17,101"
14,Jalisco,112,Valle de Juàrez,54900,Avena forrajera en verde,56,"1,208","658,980","11,768"
15,M_xico,124,San Jos_ del RincÑn,89700,Tomate rojo (jitomate),16,"1,208","10,308,850","640,301"
17,Morelos,24,Tlaltizapàn de Zapata,73900,LimÑn,107,"1,209","8,147,339","76,143"
6,Colima,6,Ixtlahuacàn,73900,LimÑn,122,"1,210","6,079,069","49,828"
11,Guanajuato,14,Dolores Hidalgo Cuna de la Independencia Nacional,61300,Chile verde morrÑn,13,"1,211","10,901,250","872,100"
16,Michoacàn,82,Tacàmbaro,66100,Elote,121,"1,213","4,168,803","34,453"
12,Guerrero,51,Quechultenango,87900,Sorgo forrajero en verde,54,"1,214","1,022,030","18,926"
14,Jalisco,30,Chapala,88100,Sorgo grano,210,"1,218","4,141,200","19,720"
17,Morelos,7,Cuernavaca,50600,Aguacate,140,"1,218","15,993,595","114,240"
15,M_xico,99,Texcoco,89700,Tomate rojo (jitomate),15,"1,220","9,645,269","643,018"
14,Jalisco,6,Ameca,68900,Garbanzo forrajero,210,"1,220","1,548,814","7,375"
15,M_xico,50,Juchitepec,53900,rbol de navidad (planta),4,"1,220","488,000","122,000"
16,Michoacàn,76,Sahuayo,57900,Camote,44,"1,220","4,399,000","99,977"
16,Michoacàn,34,Hidalgo,81900,Pastos y praderas en verde,30,"1,221","1,005,323","33,511"
6,Colima,9,Tecomàn,70500,Guanàbana,142,"1,221","5,637,401","39,700"
14,Jalisco,15,Autlàn de Navarro,78500,Naranja,68,"1,223","5,169,922","76,028"
10,Durango,37,Topia,74900,MaÕz grano,"1,310","1,224","4,652,285","3,551"
10,Durango,6,General SimÑn BolÕvar,61200,Chile verde,98,"1,224","12,240,000","124,898"
15,M_xico,124,San Jos_ del RincÑn,86600,Rye grass en verde,60,"1,224","342,536","5,709"
16,Michoacàn,62,Pajacuaràn,51700,Alfalfa verde,17,"1,224","869,273","51,134"
13,Hidalgo,29,Huichapan,51700,Alfalfa verde,19,"1,225","446,856","23,519"
8,Chihuahua,38,Julimes,79600,Nuez,641,"1,225","89,300,307","139,368"
5,Coahuila,14,Jim_nez,86600,Rye grass en verde,50,"1,225","710,500","14,210"
8,Chihuahua,58,San Francisco de Conchos,90900,Triticale forrajero en verde,35,"1,225","588,000","16,800"
7,Chiapas,28,Chiapilla,62200,Ciruela,215,"1,226","1,746,338","8,123"
15,M_xico,111,Villa de Allende,71100,Haba verde,158,"1,226","8,805,000","55,728"
12,Guerrero,15,Buenavista de Cu_llar,88100,Sorgo grano,295,"1,227","2,838,478","9,622"
12,Guerrero,34,Huitzuco de Los Figueroa,61200,Chile verde,43,"1,227","5,299,516","123,965"
